comparison_type,category,category2,feature,feature_value,proportion_cat1,proportion_cat2,difference,kl_divergence,js_divergence,chi_square_distance,hellinger_distance
category_vs_category,handicap,pet,month,4,0.072,0.0954,-0.0234,0.9078,0.0825,20198937.9316,0.3079
category_vs_category,handicap,pet,month,5,0.0636,0.1631,-0.0995,0.9078,0.0825,20198937.9316,0.3079
category_vs_category,handicap,pet,month,6,0.0593,0.0277,0.0316,0.9078,0.0825,20198937.9316,0.3079
category_vs_category,handicap,pet,month,7,0.0127,0.0646,-0.0519,0.9078,0.0825,20198937.9316,0.3079
category_vs_category,handicap,pet,month,8,0.0127,0.0154,-0.0027,0.9078,0.0825,20198937.9316,0.3079
category_vs_category,handicap,pet,month,9,0.0636,0.0,0.0636,0.9078,0.0825,20198937.9316,0.3079
category_vs_category,handicap,pet,month,10,0.1568,0.1323,0.0245,0.9078,0.0825,20198937.9316,0.3079
category_vs_category,handicap,pet,month,11,0.1992,0.2062,-0.007,0.9078,0.0825,20198937.9316,0.3079
category_vs_category,handicap,pet,month,12,0.0466,0.1262,-0.0795,0.9078,0.0825,20198937.9316,0.3079
category_vs_category,handicap,child,month,1,0.1144,0.1111,0.0033,0.5806,0.0516,8977306.0092,0.2439
category_vs_category,handicap,child,month,2,0.0424,0.0,0.0424,0.5806,0.0516,8977306.0092,0.2439
category_vs_category,handicap,child,month,3,0.1568,0.0681,0.0887,0.5806,0.0516,8977306.0092,0.2439
category_vs_category,handicap,child,month,4,0.072,0.1147,-0.0427,0.5806,0.0516,8977306.0092,0.2439
category_vs_category,handicap,child,month,5,0.0636,0.0717,-0.0081,0.5806,0.0516,8977306.0092,0.2439
category_vs_category,handicap,child,month,6,0.0593,0.043,0.0163,0.5806,0.0516,8977306.0092,0.2439
category_vs_category,handicap,child,month,7,0.0127,0.0108,0.002,0.5806,0.0516,8977306.0092,0.2439
category_vs_category,handicap,child,month,8,0.0127,0.0358,-0.0231,0.5806,0.0516,8977306.0092,0.2439
category_vs_category,handicap,child,month,9,0.0636,0.0072,0.0564,0.5806,0.0516,8977306.0092,0.2439
category_vs_category,handicap,child,month,10,0.1568,0.2724,-0.1156,0.5806,0.0516,8977306.0092,0.2439
category_vs_category,handicap,child,month,11,0.1992,0.1971,0.002,0.5806,0.0516,8977306.0092,0.2439
category_vs_category,handicap,child,month,12,0.0466,0.0681,-0.0215,0.5806,0.0516,8977306.0092,0.2439
category_vs_category,pet,child,month,1,0.0154,0.1111,-0.0957,0.9225,0.0843,17088757.9949,0.3112
category_vs_category,pet,child,month,2,0.0585,0.0,0.0585,0.9225,0.0843,17088757.9949,0.3112
category_vs_category,pet,child,month,3,0.0954,0.0681,0.0273,0.9225,0.0843,17088757.9949,0.3112
category_vs_category,pet,child,month,4,0.0954,0.1147,-0.0193,0.9225,0.0843,17088757.9949,0.3112
category_vs_category,pet,child,month,5,0.1631,0.0717,0.0914,0.9225,0.0843,17088757.9949,0.3112
category_vs_category,pet,child,month,6,0.0277,0.043,-0.0153,0.9225,0.0843,17088757.9949,0.3112
category_vs_category,pet,child,month,7,0.0646,0.0108,0.0539,0.9225,0.0843,17088757.9949,0.3112
category_vs_category,pet,child,month,8,0.0154,0.0358,-0.0205,0.9225,0.0843,17088757.9949,0.3112
category_vs_category,pet,child,month,9,0.0,0.0072,-0.0072,0.9225,0.0843,17088757.9949,0.3112
category_vs_category,pet,child,month,10,0.1323,0.2724,-0.1401,0.9225,0.0843,17088757.9949,0.3112
category_vs_category,pet,child,month,11,0.2062,0.1971,0.009,0.9225,0.0843,17088757.9949,0.3112
category_vs_category,pet,child,month,12,0.1262,0.0681,0.0581,0.9225,0.0843,17088757.9949,0.3112
