comparison_type,category,category2,feature,feature_value,proportion_cat1,proportion_cat2,difference,kl_divergence,js_divergence,chi_square_distance,hellinger_distance
category_vs_rest,handicap,rest,month,1,0.3061,0.1666,0.1395,0.5596,0.0491,0.3269,0.2364
category_vs_rest,handicap,rest,month,2,0.0204,0.0474,-0.027,0.5596,0.0491,0.3269,0.2364
category_vs_rest,handicap,rest,month,3,0.0408,0.0643,-0.0235,0.5596,0.0491,0.3269,0.2364
category_vs_rest,handicap,rest,month,4,0.0408,0.0878,-0.047,0.5596,0.0491,0.3269,0.2364
category_vs_rest,handicap,rest,month,5,0.0408,0.0622,-0.0214,0.5596,0.0491,0.3269,0.2364
category_vs_rest,handicap,rest,month,6,0.0204,0.0607,-0.0403,0.5596,0.0491,0.3269,0.2364
category_vs_rest,handicap,rest,month,7,0.102,0.1333,-0.0313,0.5596,0.0491,0.3269,0.2364
category_vs_rest,handicap,rest,month,8,0.0408,0.0677,-0.0269,0.5596,0.0491,0.3269,0.2364
category_vs_rest,handicap,rest,month,9,0.0,0.0422,-0.0422,0.5596,0.0491,0.3269,0.2364
category_vs_rest,handicap,rest,month,10,0.102,0.0863,0.0157,0.5596,0.0491,0.3269,0.2364
category_vs_rest,handicap,rest,month,11,0.1633,0.112,0.0513,0.5596,0.0491,0.3269,0.2364
category_vs_rest,handicap,rest,month,12,0.1224,0.0695,0.0529,0.5596,0.0491,0.3269,0.2364
category_vs_rest,pet,rest,month,1,0.197,0.1666,0.0304,0.8057,0.0519,0.2795,0.2505
category_vs_rest,pet,rest,month,2,0.0152,0.0474,-0.0322,0.8057,0.0519,0.2795,0.2505
category_vs_rest,pet,rest,month,3,0.1061,0.0643,0.0418,0.8057,0.0519,0.2795,0.2505
category_vs_rest,pet,rest,month,4,0.0909,0.0878,0.0031,0.8057,0.0519,0.2795,0.2505
category_vs_rest,pet,rest,month,5,0.1061,0.0622,0.0439,0.8057,0.0519,0.2795,0.2505
category_vs_rest,pet,rest,month,6,0.1061,0.0607,0.0454,0.8057,0.0519,0.2795,0.2505
category_vs_rest,pet,rest,month,7,0.0455,0.1333,-0.0878,0.8057,0.0519,0.2795,0.2505
category_vs_rest,pet,rest,month,8,0.0,0.0677,-0.0677,0.8057,0.0519,0.2795,0.2505
category_vs_rest,pet,rest,month,9,0.0455,0.0422,0.0033,0.8057,0.0519,0.2795,0.2505
category_vs_rest,pet,rest,month,10,0.1364,0.0863,0.0501,0.8057,0.0519,0.2795,0.2505
category_vs_rest,pet,rest,month,11,0.0909,0.112,-0.0211,0.8057,0.0519,0.2795,0.2505
category_vs_rest,pet,rest,month,12,0.0606,0.0695,-0.0089,0.8057,0.0519,0.2795,0.2505
category_vs_rest,child,rest,month,1,0.1034,0.1666,-0.0632,0.1018,0.0251,0.1936,0.159
category_vs_rest,child,rest,month,2,0.0345,0.0474,-0.0129,0.1018,0.0251,0.1936,0.159
category_vs_rest,child,rest,month,3,0.069,0.0643,0.0047,0.1018,0.0251,0.1936,0.159
category_vs_rest,child,rest,month,4,0.1379,0.0878,0.0501,0.1018,0.0251,0.1936,0.159
category_vs_rest,child,rest,month,5,0.069,0.0622,0.0068,0.1018,0.0251,0.1936,0.159
category_vs_rest,child,rest,month,6,0.0345,0.0607,-0.0262,0.1018,0.0251,0.1936,0.159
category_vs_rest,child,rest,month,7,0.2069,0.1333,0.0736,0.1018,0.0251,0.1936,0.159
category_vs_rest,child,rest,month,8,0.1034,0.0677,0.0357,0.1018,0.0251,0.1936,0.159
category_vs_rest,child,rest,month,9,0.0345,0.0422,-0.0077,0.1018,0.0251,0.1936,0.159
category_vs_rest,child,rest,month,10,0.0345,0.0863,-0.0518,0.1018,0.0251,0.1936,0.159
category_vs_rest,child,rest,month,11,0.069,0.112,-0.043,0.1018,0.0251,0.1936,0.159
category_vs_rest,child,rest,month,12,0.1034,0.0695,0.0339,0.1018,0.0251,0.1936,0.159
category_vs_category,handicap,pet,month,1,0.3061,0.197,0.1092,1.1063,0.0892,8329863.0269,0.3222
category_vs_category,handicap,pet,month,2,0.0204,0.0152,0.0053,1.1063,0.0892,8329863.0269,0.3222
category_vs_category,handicap,pet,month,3,0.0408,0.1061,-0.0652,1.1063,0.0892,8329863.0269,0.3222
category_vs_category,handicap,pet,month,4,0.0408,0.0909,-0.0501,1.1063,0.0892,8329863.0269,0.3222
category_vs_category,handicap,pet,month,5,0.0408,0.1061,-0.0652,1.1063,0.0892,8329863.0269,0.3222
category_vs_category,handicap,pet,month,6,0.0204,0.1061,-0.0857,1.1063,0.0892,8329863.0269,0.3222
category_vs_category,handicap,pet,month,7,0.102,0.0455,0.0566,1.1063,0.0892,8329863.0269,0.3222
category_vs_category,handicap,pet,month,8,0.0408,0.0,0.0408,1.1063,0.0892,8329863.0269,0.3222
category_vs_category,handicap,pet,month,9,0.0,0.0455,-0.0455,1.1063,0.0892,8329863.0269,0.3222
category_vs_category,handicap,pet,month,10,0.102,0.1364,-0.0343,1.1063,0.0892,8329863.0269,0.3222
category_vs_category,handicap,pet,month,11,0.1633,0.0909,0.0724,1.1063,0.0892,8329863.0269,0.3222
category_vs_category,handicap,pet,month,12,0.1224,0.0606,0.0618,1.1063,0.0892,8329863.0269,0.3222
category_vs_category,handicap,child,month,1,0.3061,0.1034,0.2027,0.6752,0.0927,0.8903,0.3156
category_vs_category,handicap,child,month,2,0.0204,0.0345,-0.0141,0.6752,0.0927,0.8903,0.3156
category_vs_category,handicap,child,month,3,0.0408,0.069,-0.0281,0.6752,0.0927,0.8903,0.3156
category_vs_category,handicap,child,month,4,0.0408,0.1379,-0.0971,0.6752,0.0927,0.8903,0.3156
category_vs_category,handicap,child,month,5,0.0408,0.069,-0.0281,0.6752,0.0927,0.8903,0.3156
category_vs_category,handicap,child,month,6,0.0204,0.0345,-0.0141,0.6752,0.0927,0.8903,0.3156
category_vs_category,handicap,child,month,7,0.102,0.2069,-0.1049,0.6752,0.0927,0.8903,0.3156
category_vs_category,handicap,child,month,8,0.0408,0.1034,-0.0626,0.6752,0.0927,0.8903,0.3156
category_vs_category,handicap,child,month,9,0.0,0.0345,-0.0345,0.6752,0.0927,0.8903,0.3156
category_vs_category,handicap,child,month,10,0.102,0.0345,0.0676,0.6752,0.0927,0.8903,0.3156
category_vs_category,handicap,child,month,11,0.1633,0.069,0.0943,0.6752,0.0927,0.8903,0.3156
category_vs_category,handicap,child,month,12,0.1224,0.1034,0.019,0.6752,0.0927,0.8903,0.3156
category_vs_category,pet,child,month,1,0.197,0.1034,0.0935,1.3861,0.1093,0.8585,0.3569
category_vs_category,pet,child,month,2,0.0152,0.0345,-0.0193,1.3861,0.1093,0.8585,0.3569
category_vs_category,pet,child,month,3,0.1061,0.069,0.0371,1.3861,0.1093,0.8585,0.3569
category_vs_category,pet,child,month,4,0.0909,0.1379,-0.047,1.3861,0.1093,0.8585,0.3569
category_vs_category,pet,child,month,5,0.1061,0.069,0.0371,1.3861,0.1093,0.8585,0.3569
category_vs_category,pet,child,month,6,0.1061,0.0345,0.0716,1.3861,0.1093,0.8585,0.3569
category_vs_category,pet,child,month,7,0.0455,0.2069,-0.1614,1.3861,0.1093,0.8585,0.3569
category_vs_category,pet,child,month,8,0.0,0.1034,-0.1034,1.3861,0.1093,0.8585,0.3569
category_vs_category,pet,child,month,9,0.0455,0.0345,0.011,1.3861,0.1093,0.8585,0.3569
category_vs_category,pet,child,month,10,0.1364,0.0345,0.1019,1.3861,0.1093,0.8585,0.3569
category_vs_category,pet,child,month,11,0.0909,0.069,0.0219,1.3861,0.1093,0.8585,0.3569
category_vs_category,pet,child,month,12,0.0606,0.1034,-0.0428,1.3861,0.1093,0.8585,0.3569
